text,label
rt    a study found that two hours of silence per day prompts cell development in the hippocampus region of the brain   where memor,1
overcome depression   study identifies which bipolar patients will respond to ketamine therapy for depression   pain   httpurl,1
lies   how do we know   trumps name is on it     remember   82   of his pronouncements a     httpurl,0
q   what  s the difference between bell labs and the boy scouts of america   a   the boy scouts have adult supervision,0
user   conditioning 08 httpurl,0
any other person   you  d remove them from your life right   so why make an exception for them,1
so classy because divine beings can do whatever they want   pshh,1
girl we got options over here   always have    we not dummy we stay prepared,1
help heal a bulging disc   httpurl,1
gonna lose it man,1
my phone died at my christmas party and this is what i come home to       httpurl,0
hey maria macina thanks for the follow,0
god they cant even properly resurrect laurel     keep her name and her legacy out of ur grubby hands and let katie just do things on the other,0
trump criticizes house republicans over move to weaken ethics group   abc news   httpurl via,0
rt    no matter how good you are   there  s always something more to learn   so long as you accept that there  s still room for imp,0
i  ll pay you anything if you can correct my son  s eyes   surgery   operations   transplant   anything   as long as he can see,0
rt    let  s read 5 youtube comments httpurl,0
felt like 30 asians were massaging me while i was gettin it in   the wifi was a bonus,1
fuck i  ve got a mean skreak,0
rt    amazing day     weird how they write the name in all caps   like i  m yelling at all the nice people walking by   for eter,0
hahaha we  re talking about math at the dinner table hahaha why,1
captains log   stardate 2015   bye,0
2 is enough for me   reminded why i can t watch fox   so obvious what they are about   same with greta       httpurl,0
would literally die for each other   keep each other grounded   always call each other out when needed httpurl,0
you  re never too old to become younger     mae west,0
rt    rip debbie reynolds   she inspired so many   including myself   we  ll always miss her and never forget,0
fox servant     murdock owns you       httpurl,0
forgets sunblock   needs to go out   buys new one   ends up with boxes of partially used sunblocks,0
the gander httpurl,0
the blindfolded albino sith lord   a concept   httpurl,0
what are the different ways that you express your  to others    httpurl,1
i see     in that case   i should go see en no ozuno,0
wow i  m glad that my icon is lindsey smiling and being cute bc raven is   as expected   in pain,0
rt    allie pls sjdbjdid going into 2017 as a meme legends only  face_with_steam_from_nose   face_with_steam_from_nose  httpurl,0
questions about sex    httpurl,1
is this a russian or american talking,0
rt    a woman who respects art   understands the universe   who believes in her divinity and is aware of her feminine power   she  s one to,1
use on the rise   httpurl,1
talk business   feelingdownthisguidanceshouldhelpwithyourmelancholy   httpurl,1
golden state vs cleveland is a good game   nice christmas gift from the,0
rt    when you know almost every person they put on the newswest 9 page from hobbs     loudly_crying_face   loudly_crying_face,1
what  s  with me    httpurl,1
holy heda stays feeding me good always,0
trump sides with assange   russia over u   s   intelligence httpurl,0
not from russia       comparing trump   putin   russia   vulgar mouth   slandering women   is like comparing     trump univer     httpurl,0
rt    feeling overwhelmed     craft business advice   time management tips   httpurl,1
rt    happiest of birthdays to this ol bran muffin   bbl   boberly   freckless   bobert   uncle bob   my     httpurl,0
it  s a lot less impressive than it sounds   seriously,1
i can feel it,1
she does sound like you   especially since you like to say piggies   lol,0
i was gonna say that i  ll watch something happy to distract myself from awtr but   i watch literally 0 lighthearted shows,0
rt       her   is a him   actually  grinning_face_with_sweat   grinning_face_with_sweat,0
rt    it  s sad how so many people would rather stay single these days because they  re tired of giving their everything   endi,1
a fox news poll   how about that   httpurl,0
ok guys   httpurl,0
rt    donald trump foundation remains under investigation and can not be dissolved   n   y   official says httpurl ht,0
rt    congrats sa big winner sameng pa game   wait mo prize mo wearepayting foryong httpurl,0
i  m not going to do this on the treadmill     httpurl,1
who does n t    smiling_face_with_heart eyes   loudly_crying_face,1
show me the money     lots of wall st   winners in cabinet     httpurl,0
they match now   httpurl,1
rt    how to create  magic at    httpurl httpurl,1
is there a link between brain size and iq   httpurl,1
thats toxic to animals,1
overcome depression   miriam carey   identified driver in capitol hill car chase   suffered from       cbs news   httpurl,1
rt    ottawa police asking for public help after a violent sex assault in vanier    httpurl,1
rt     i bought one as a joke but then friends started gifting them to me     i  m the creepy gnome lady    see no evil_monkey,0
elm plumbing and heating httpurl,0
e therapeutics starts phase iib trial of ets 6103 in major depressive disorder   depression treatments   httpurl,1
mhm that too,1
aww   thank you   i  ve been wanting to do baby pegasus   so i  ll show you when he  s done,0
i have been reading and now am wondering if my problem is still due to the concussion and not the migraines   httpurl,1
you do you   other people might be perfectly content with it because its a part of who they are   marriage i mean,0
benefits of ghee   why you should add it to your diet via yoga journal   httpurl,1
no matter how much sleep i get i still feel tired throughout the day,0
war on cia       direct assistance for russia from trump       how can this be     httpurl,0
user   bathroom wall mirror httpurl,0
pinky promise,0
the put a stop to risky unprotected sex,1
the estate agent is officially pissing me off now,1
wait   is that how you spell it   makwe   k   girlfriend i mean,0
the anatomy is great,0
bunk carter  s law   at any given moment there are more important people in the world than important jobs to contain them,0
favorite brand of make up     gopayt dreamteamyong,0
looks like this was good timing,0
i know hahaha,0
overcome depressive disorders   bodylogicmd announces bioidentical body hormone therapy seminar   httpurl,1
rt     you  re starting to look more and more like your figurine,0
oh god i bet it felt good to get rid of that asshole,1
i  m jamming out to my favorite bands   thinking about the meanings of life              m   bvb,1
this is n t the real gir by the way   just a pikachu version,1
no   the one you called for yourself   we are going to be in your face for 4 years   68 000   000   it a     httpurl,0
